entity_id,qualified_name,entity_kind,declaring_type,package_name,return_or_field_type,semantic_role,architectural_role,domain_relevance,variability_relevance,classification_confidence,name_evidence,declaring_type_evidence,type_signature_evidence,package_evidence,usage_context_evidence,dependency_context_evidence,positive_evidence,negative_evidence,previous_role,role_changed,change_reason
E96,Tank$$TankWar.keyPressBehandeln,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=behandeln|key|press,declaring=tank|war,,package=tank|war,incoming=0;outgoing=18;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=down|erkennen|feuern|key|left|richtung|right|tank|up|war,name tokens=behandeln|key|press,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E97,Tank$$TankWar.keyReleaseBehandeln,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=behandeln|key|release,declaring=tank|war,,package=tank|war,incoming=0;outgoing=6;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=down|erkennen|feuern|key|left|richtung|right|tank|up|war,name tokens=behandeln|key|release,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E98,Tank$$TankWar.richtungErkennen,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=erkennen|richtung,declaring=tank|war,,package=tank|war,incoming=2;outgoing=45;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=behandeln|down|key|left|press|release|richtung|right|tank|up|war,name tokens=erkennen|richtung,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E99,Tank$$TankWar.feuern,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=feuern,declaring=tank|war,,package=tank|war,incoming=7;outgoing=9;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=curr|fahr|feind|feindlich|feuern|haufigkeit|ki|kontroller|malen|manager|menge|missile|missiles|richtung|tank|time|tools|type|war,name tokens=feuern,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E100,Tank$$TankWar.koordinateAktualisieren,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=aktualisieren|koordinate,declaring=tank|war,,package=tank|war,incoming=1;outgoing=109;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=brickwall|elapsed|fahr|feind|feindlich|flach|game|geschwindigkeit|get|height|heit|ki|koernigkeit2|koordinate|malen|manager|menge|metalwall|object|richtung|rund|screen|tank|time|war|waterwall|width|xf|yf,name tokens=aktualisieren|koordinate,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E101,Tank$$TankWar.tankFeindKI,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=feind|ki|tank,declaring=tank|war,,package=tank|war,incoming=1;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=aktualisieren|koordinate|tank|war,name tokens=feind|ki|tank,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E102,Tank$$TankWar.beschaedigen,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=beschaedigen,declaring=tank|war,,package=tank|war,incoming=0;outgoing=4;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=besch|energie|explodieren|id|tank|war,name tokens=beschaedigen,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E103,Tank$$TankWar.explodieren,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=explodieren,declaring=tank|war,,package=tank|war,incoming=1;outgoing=4;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=beschaedigen|game|id|manager|menge|object|tank|tank1|war,name tokens=explodieren,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E104,Tank$$TankWar.toolBehandeln,METHOD,Tank$$TankWar,Tank$$TankWar,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=behandeln|tool,declaring=tank|war,,package=tank|war,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,,name tokens=behandeln|tool,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E105,Menu,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=menu,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,,name tokens=menu,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E106,Menu.options,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=options,declaring=menu,,package=menu,incoming=69;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=add|behandeln|erscheinen|key|menu,name tokens=options,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E107,Menu.logoXK,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=logo|xk,declaring=menu,,package=menu,incoming=2;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|koordinate|logo|menu|set,name tokens=logo|xk,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E108,Menu.logoYK,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=logo|yk,declaring=menu,,package=menu,incoming=2;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|koordinate|logo|menu|set,name tokens=logo|yk,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E109,Menu.zeileAbstand,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=abstand|zeile,declaring=menu,,package=menu,incoming=13;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=abstand|erscheinen|menu|set|zeile,name tokens=abstand|zeile,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E110,Menu.maler,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=maler,declaring=menu,,package=menu,incoming=3;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=behandeln|key|menu,name tokens=maler,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E111,Menu.logoimage,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=logoimage,declaring=menu,,package=menu,incoming=4;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=add|erscheinen|logo|menu,name tokens=logoimage,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E112,Menu.style,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=style,declaring=menu,,package=menu,incoming=4;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|menu|set|style,name tokens=style,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E113,Menu.xStyle,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=style|x,declaring=menu,,package=menu,incoming=7;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|menu|set|style,name tokens=style|x,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E114,Menu.yStyle,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=style|y,declaring=menu,,package=menu,incoming=7;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|menu|set|style,name tokens=style|y,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E115,Menu.x_KoordinateImage,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=image|koordinate|x,declaring=menu,,package=menu,incoming=9;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|image|koordinate|menu|set,name tokens=image|koordinate|x,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E116,Menu.y_KoordinateImage,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=image|koordinate|y,declaring=menu,,package=menu,incoming=9;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|image|koordinate|menu|set,name tokens=image|koordinate|y,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E117,Menu.waehlbar,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=waehlbar,declaring=menu,,package=menu,incoming=3;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=behandeln|erscheinen|key|menu|set|waehlbar,name tokens=waehlbar,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E118,Menu.fontSize,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=font|size,declaring=menu,,package=menu,incoming=2;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|font|menu|set|size,name tokens=font|size,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E119,Menu.font,FIELD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=font,declaring=menu,,package=menu,incoming=2;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|menu,name tokens=font,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E120,Menu.Menu,CONSTRUCTOR,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=menu,declaring=menu,,package=menu,incoming=10;outgoing=3;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=abstand|erstellen|exit|fuer|game|help|item|level|logoimage|lose|main|maler|menu|menuerstellen|name|note|pause|pc|re|tank|vergeben|win|zeile,name tokens=menu,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E121,Menu.addLogo,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=add|logo,declaring=menu,,package=menu,incoming=2;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erstellen|logoimage|main|maler|menu|menuerstellen|pc|tank,name tokens=add|logo,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E122,Menu.setLogoKoordinate,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=koordinate|logo|set,declaring=menu,,package=menu,incoming=1;outgoing=2;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=logo|main|maler|menu|menuerstellen|pc|xk|yk,name tokens=koordinate|logo|set,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E123,Menu.setKoordinateImage,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=image|koordinate|set,declaring=menu,,package=menu,incoming=10;outgoing=2;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erstellen|exit|fuer|game|help|image|item|koordinate|level|lose|main|maler|menu|menuerstellen|name|note|pause|pc|re|tank|vergeben|win|x|y,name tokens=image|koordinate|set,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E124,Menu.setZeileAbstand,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=abstand|set|zeile,declaring=menu,,package=menu,incoming=13;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=abstand|erstellen|exit|fuer|game|level|lose|main|maler|menu|menuerstellen|note|pause|pc|re|tank|win|zeile,name tokens=abstand|set|zeile,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E125,Menu.setStyle,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=set|style,declaring=menu,,package=menu,incoming=8;outgoing=10;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erstellen|exit|game|help|item|level|lose|main|maler|menu|menuerstellen|pause|pc|style|tank|win|x|y,name tokens=set|style,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E126,Menu.setWaehlbar,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=set|waehlbar,declaring=menu,,package=menu,incoming=2;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=fuer|game|level|maler|menu|note|pc|re|waehlbar,name tokens=set|waehlbar,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E127,Menu.setFontSize,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=font|set|size,declaring=menu,,package=menu,incoming=3;outgoing=1;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=font|game|level|lose|maler|menu|pc|size|win,name tokens=font|set|size,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E128,Menu.add,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=add,declaring=menu,,package=menu,incoming=0;outgoing=15;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=menu|option|options|prioritaet,name tokens=add,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E129,Menu.add,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=add,declaring=menu,,package=menu,incoming=0;outgoing=15;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=menu|option|options|prioritaet,name tokens=add,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E130,Menu.add,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=add,declaring=menu,,package=menu,incoming=0;outgoing=15;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=menu|option|options|prioritaet,name tokens=add,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E131,Menu.KeyBehandeln,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=behandeln|key,declaring=menu,,package=menu,incoming=1;outgoing=20;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=behandeln|key|maler|menu|option|options|pc|pressed|str|waehlbar,name tokens=behandeln|key,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E132,Menu.erscheinen,METHOD,Menu,Menu,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=erscheinen,declaring=menu,,package=menu,incoming=10;outgoing=80;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=abstand|draw|exit|font|fuer|game|help|image|img|img2|koordinate|level|logo|logoimage|lose|main|maler|menu|name|note|option|options|pause|pc|re|size|str|style|tank|vergeben|waehlbar|waehlen|win|x|xk|y|yk|zeile,name tokens=erscheinen,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E133,InfoPanel,CLASS,,,,UNKNOWN,UI,UNKNOWN,LOW,LOW,name=info|panel,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,,name tokens=info|panel; UI architecture retained independently from domain relevance,no contextual semantic role identified,DOMAIN_SUPPORT,true,"audited role separates semantic, architectural, and relevance dimensions"
E134,InfoPanel.maler,FIELD,InfoPanel,InfoPanel,,UNKNOWN,UI,UNKNOWN,LOW,MEDIUM,name=maler,declaring=info|panel,,package=info|panel,incoming=7;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=info|paint|panel,name tokens=maler; UI architecture retained independently from domain relevance,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E135,InfoPanel.behalter,FIELD,InfoPanel,InfoPanel,,UNKNOWN,UI,UNKNOWN,LOW,MEDIUM,name=behalter,declaring=info|panel,,package=info|panel,incoming=2;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=info|panel,name tokens=behalter; UI architecture retained independently from domain relevance,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E136,InfoPanel.INFO_WIDTH,FIELD,InfoPanel,InfoPanel,,UNKNOWN,UI,UNKNOWN,LOW,MEDIUM,name=info|width,declaring=info|panel,,package=info|panel,incoming=4;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=info|init|maler|panel|pc|update,name tokens=info|width; UI architecture retained independently from domain relevance,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E137,InfoPanel.InfoPanel,CONSTRUCTOR,InfoPanel,InfoPanel,,DOMAIN_OPERATION,UI,HIGH,LOW,HIGH,name=info|panel,declaring=info|panel,,package=info|panel,incoming=1;outgoing=4;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=behalter|info|init|maler|panel|pc|width,name tokens=info|panel; UI architecture retained independently from domain relevance,,DOMAIN_SUPPORT,true,"audited role separates semantic, architectural, and relevance dimensions"
E138,InfoPanel.paint,METHOD,InfoPanel,InfoPanel,,UNKNOWN,UI,UNKNOWN,LOW,MEDIUM,name=paint,declaring=info|panel,,package=info|panel,incoming=0;outgoing=7;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=fill|info|maler|panel|pc|rect,name tokens=paint; UI architecture retained independently from domain relevance,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E139,Option,CLASS,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=option,,,,incoming=0;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,,name tokens=option,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E140,Option.status,FIELD,Option,Option,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=status,declaring=option,,package=option,incoming=3;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=option,name tokens=status,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E141,Option.str,FIELD,Option,Option,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=str,declaring=option,,package=option,incoming=7;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=behandeln|erscheinen|key|menu|option,name tokens=str,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E142,Option.img,FIELD,Option,Option,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=img,declaring=option,,package=option,incoming=13;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|menu|option,name tokens=img,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E143,Option.img2,FIELD,Option,Option,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=img2,declaring=option,,package=option,incoming=5;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=erscheinen|menu|option,name tokens=img2,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E144,Option.prioritaet,FIELD,Option,Option,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=prioritaet,declaring=option,,package=option,incoming=6;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=add|menu|option,name tokens=prioritaet,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E145,Option.Option,CONSTRUCTOR,Option,Option,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=option,declaring=option,,package=option,incoming=0;outgoing=5;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=img|img2|option|prioritaet|status|str,name tokens=option,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E146,Option.Option,CONSTRUCTOR,Option,Option,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=option,declaring=option,,package=option,incoming=3;outgoing=5;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=add|img|img2|menu|option|prioritaet|status|str,name tokens=option,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E147,Option.Option,CONSTRUCTOR,Option,Option,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,MEDIUM,name=option,declaring=option,,package=option,incoming=6;outgoing=5;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset17:IF:8-36;products=TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,dependency=add|img|img2|menu|option|prioritaet|status|str,name tokens=option,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
E148,GameManager$$TankWar,INTERFACE,,,,UNKNOWN,UNKNOWN,UNKNOWN,LOW,LOW,name=game|manager|tank|war,,,,incoming=1;outgoing=0;block=C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18:IF:9-10;products=TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5,dependency=game|manager,name tokens=game|manager|tank|war,no contextual semantic role identified,UNKNOWN,false,audited role is consistent with baseline role
